english,russian
Put away,Посадить в тюрьму
Put in,Вложить
Put off,"Отвратить, отвлечь и т. д."
Put off,Откладывать
Put on,Надеть
Put on,Провести (мероприятие)
Put out,Потушить
Put out,"Обременять, стеснять"
Put smb down,"Подавлять, угнетать"
Put smth down to,"Объяснить, списать на"
Put through,Подвергнуть
Put together,"Собирать, соединять"
Put up,Устроить (напр. драку)
Put up with,"Принимать, мириться"
Puzzle,Озадачить
Quaint,Причудливый
Quantity,Количество
Quarrel,Ссора
Quarry,Карьер
Quarter,Четверть
Queer,"Странный, чудной"
Query,Запрос
Quest,Поиск
Questionnaire,Анкета
Queue,Очередь
Quiet,"Тихий, спокойный, тишина"
Quilt,Одеяло (стёганное)
"Quit (quit, quit)","Бросить, покинуть, перестать"
Quiz,"Викторина, тест, опрос"
Quote,Цитировать
Rabbit,Кролик
Race,Раса
Race,Гонка
Rack,"Стеллаж, вешалка, подставка"
Radiate,Излучать
Raft,Плот
Rag,Тряпка
Rage,Ярость
Raid,Набег
Rail,"Рельс, перила"
Railway,Железная дорога
Rainbow,Радуга
Raise,Растить (детей)
Raise,"Поднять, повысить"
Raisin,Изюм
Rake,Грабли
Rally,"Собраться, созвать (напр. армию)"
Rally,"Оживать, приходить в себя"
Ram,Баран
Ramble,"Бродить, блуждать"
Ramp,"Скат, съезд"
Random,Выбранный наугад
Rank,"Ранг, разряд, звание"
Ransom,Выкуп
Rape,"Насиловать, изнасилование"
Rapid,Быстрый
Rare,Редкий
Rash,"Опрометчивый, необдуманный"
Raspberry,Малина
Ratio,"Соотношение, пропорции"
Rationale,"Основание, обоснование"
Rattle,"Греметь, погремушка"
Ravage,"Разорить, сильно повредить"
Raw,"Сырой, необработанный"
Ray,Луч
Razor,Бритва
Reach,Достичь
Reach out,Потянуться (рукой)
Read out,"Огласить, зачитать вслух"
Read up on,Изучить вопрос
Real estate,Недвижимость
Realize,Понимать
Realm,Царство или область (перен.) 
Reap,Пожинать
Rear,Задний
Rebel,Восставать
Rebound,"Отскочить, рикошет"
Recall,Вспоминать
Recede,Убывать
Receipt,Квитанция
Receipt,Получение
Receive,Получить
Reception,"Прием, приёмная"
Recess,Перерыв
Recess,"Выемка, впадина"
Recipe,Рецепт
Recipient,Получатель
Reciprocal,"Взаимный, ответный"
Recite,"Декламировать, рассказывать"
Reckless,"Опрометчивый, безрассудный"
Reckon,"Считать, рассчитывать"
Recognize,Узнавать
Recollection,Воспоминание
Reconcile,Примириться
Recount,Пересказать
Recover,"Восстановиться, выздороветь"
Recreation,Отдых и развлечения
Recruit,"Набирать, вербовать"
Rectangle,Прямоугольник
Recur,"Повторяться, возвращаться"
Recycle,Перерабатывать
Redeem,"Выкупить, искупить"
Reduce,Снижать
Redundant,Избыточный
Reed,"Тростник, камыш"
Reel,"Катушка, наматывать"
Refer,"Сослаться, отослать"
Refine,"Очищать, усовершенствовать и т.д."
Reflect,Отражать(ся)
Refrain,Воздерживаться
Refresh,"Обновлять, освежить"
Refrigerator,Холодильник
Refuge,"Убежище, пристанище"
Refugee,Беженец
Refund,"Возврат, возмещение"
Refuse,Отказаться
Refute,Опровергать
Regain,"Восстановить, вернуть себе"
Regard,"Внимание, уважение"
Regard,"Считать, рассматривать"
Regiment,Полк
Register,Касса (магазина)
Regret,"Сожалеть, сожаление"
Regular,Обычный
Rehearse,Репетировать
Reign,Царствовать
Rein,"Сдерживать, держать в узде"
Reinforce,"Усилить, укрепить"
Reject,Отвергать
Rejoice,Радоваться
Relate,"Относиться, быть связанным"
Relative,Родственник
Relative,Относительный
Relay,"Передавать, ретранслировать"
Release,"Отпускать, выпускать"
Relentless,"Настойчивый, непрекращающийся"
Relevant,"Уместный, актуальный"
Relief,Облегчение
Relieve,"Облегчить, освободить"
Relish,Наслаждаться
Reluctant,"Неохотный, нежелающий"
Rely,Полагаться
Remain,Оставаться
Remainder,Оставшаяся часть
Remains,"Остатки, останки"
Remark,"Замечать, замечание"
Remedy,Средство
Remind,Напомнить
Reminiscent,Напоминающий
Remnant,Остаток
Remorse,Раскаяние
Remote,"Отдалённый, захолустный"
Remove,"Убрать, удалить"
Render,"Делать, придавать свойство"
Render,"Воздавать, оказывать"
Renew,Возобновлять
Renovate,"Ремонтировать, обновлять"
Renown,"Известность, слава"
Rent,"Аренда, арендовать, сдавать"
Repair,"Ремонт, ремонтировать"
Repay,Отплатить
Repeal,Отменить (закон)
Repel,"Отталкивать, отражать"
Replace,Заменить
Replicate,Воспроизвести
Reply,"Ответ, отвечать"
Represent,Представлять
Repress,Подавлять
Reproduce,Воспроизводить
Request,"Запрос, запрашивать"
Require,Требовать
Rescue,"Спасать, спасение"
Resemble,Походить
Resent,"Огорчаться, возмущаться"
Reserve,"Запас, запасной, запасать"
Reserve,Бронировать
Reserved,"Скрытный, замкнутый"
Reside,Проживать (где-то)
Residue,Остаток
Resign,"Отказываться, сдавать, уходить"
Resilient,"Стойкий, упругий"
Resist,Сопротивляться
Resolute,"Решительный, твёрдый"
Resolve,"Решиться, решимость"
Resolve,Разрешить (ситуацию)
Resort,Курорт
Resort to,Прибегать к
Respective,Соответственный
Respond,Отвечать
Response,"Ответ, отклик"
Responsible,Ответственный
Restore,Восстанавливать
Restrain,"Ограничивать, удерживать"
Restrict,Ограничивать
Result in,Привести к
Resume,Возобновить
Resurrect,Воскрешать
Retail,Розничная продажа
Retain,"Сохранять, удерживать"
Retaliate,"Отплатить, отомстить"
Retarded,Умственно отсталый
Retention,"Удержание, сохранение"
Retire,"Уходить в отставку, на пенсию"
Retract,"Втягивать, брать обратно и т.д."
Retreat,Отступать
Retrieve,"Извлечь, вернуть"
